SeqNumber	rrtf_1v2.p	rrtf_1v2.d1	rrtf_1v2.d2	rrtf_1v3.p	rrtf_1v3.d1	rrtf_1v3.d2	rrtf_1v4.p	rrtf_1v4.d1	rrtf_1v4.d2	rrtf_2v3.p	rrtf_2v3.d1	rrtf_2v3.d2	rrtf_2v4.p	rrtf_2v4.d1	rrtf_2v4.d2	rrtf_3v4.p	rrtf_3v4.d1	rrtf_3v4.d2
35002	0.54719	0.0074176	0.00341763	0.000619337	0.0680702	0.171808	0.00996937	0.0791143	0.157754	0.000487358	0.0727403	0.183476	0.00651072	0.0809907	0.169594	0.00256214	0.0161589	0
35003	0.493933	0	0.0600685	0.168527	0.605247	0.408765	0.256414	0.633921	0.44884	0.117868	0.599159	0.383066	0.186967	0.6301	0.419648	0.280753	0	0.0197711
35004	0.860459	0.117392	0.0556528	0.51504	0.244589	0.186798	0.515146	0.243924	0.186194	0.5985	0.273177	0.224948	0.598461	0.273147	0.224924	0.998217	0	0
35006	0.563528	0.00275313	0.0012427	0.973224	0.0285564	0.0290014	0.905379	0.0290986	0.0275354	0.854265	0.0284047	0.0308458	0.975185	0.0288714	0.0293128	0.258635	0.00135863	0
35007	0.279802	0.00986228	0	2.81705e-05	0.10493	0.673755	1.78304e-05	0.105854	0.701574	1.79871e-05	0.105744	0.692871	1.13393e-05	0.106768	0.718843	0.312083	0	0.00904722
35008	0.248645	0.00234537	0	0.846808	0.0218819	0.0246656	0.846536	0.0219401	0.0247261	0.668309	0.0217926	0.0278648	0.668306	0.0217835	0.0278523	1	0	0
35009	1	0.00108732	0.00108754	0.525678	0.0366002	0.0465988	0.610829	0.0372595	0.045367	0.52568	0.0365881	0.0465908	0.610835	0.0372614	0.0453626	0.249524	0.000986591	0
35010	0.262369	0	0.00314592	0.0413328	0.134143	0.323908	0.0305633	0.126144	0.325802	0.0619668	0.145502	0.312038	0.0469528	0.13726	0.312633	0.317826	0	0.00440972
35013	0.470288	0.00232137	0	0.392904	0.0104446	0.0231298	0.392846	0.0104605	0.0231562	0.278243	0.00650453	0.0187603	0.278241	0.00650382	0.0187589	0.985132	0	0
35015	0.28662	0.0121727	0.000446239	0.267072	0.0913202	0.125172	0.177723	0.0888739	0.129229	0.176147	0.0839572	0.121666	0.113051	0.0819209	0.125497	0.108962	0	0.00393298
35016	0.960885	0.00839136	0.008045	0.00265005	0.254781	0.139917	0.00265004	0.25483	0.139899	0.00281411	0.250069	0.13921	0.0028141	0.25007	0.13921	1	0	0
35017	0.0537232	0	0.0090877	0.506013	0.0975939	0.0737575	0.506113	0.0976122	0.0737694	0.262158	0.109362	0.0682382	0.262157	0.109361	0.0682444	0.997455	0	0
35018	0.944556	0.00839715	0.00797601	0.000152339	0.18014	0.371145	0.000240272	0.185464	0.373128	0.000121952	0.180382	0.379974	0.000194593	0.185777	0.381498	0.405832	0.00471164	0.000588697
35019	0.545027	0.00620861	0.00271143	0.141167	0.17742	0.27084	0.14116	0.177136	0.270353	0.108163	0.180101	0.289788	0.108163	0.180113	0.289809	0.986339	0	0
35020	1	0	0	0.0221272	0.0157158	0.0580659	0.0221274	0.0157147	0.0580547	0.0221272	0.0157239	0.0580645	0.0221273	0.0157158	0.0580597	0.99727	0	0
35021	0.995291	0	0	0.391155	0.0102535	0.0470541	0.391154	0.0102383	0.0470702	0.391154	0.0102501	0.0470635	0.391156	0.0102395	0.0470568	0.999366	0	0
35022	0.994138	0	0	0.66161	0.215816	0.166969	0.661612	0.215733	0.166923	0.661615	0.215701	0.166947	0.66161	0.215688	0.166934	1	0	0
35023	0.265211	0	0.00686106	0.622671	0.0349538	0.0518508	0.622692	0.0348923	0.051779	0.876624	0.0471444	0.0527325	0.876703	0.0471001	0.0526745	1	0	0
35025	0.297418	0.00518924	0	0.168268	0.0828906	0.122194	0.073643	0.0840702	0.137774	0.147507	0.0820839	0.123032	0.0627372	0.0833574	0.138869	0.0276654	0	0.00702717
35027	0.245358	0.00147171	0	0.17498	0.0219919	0.00992803	1.90199e-08	0.0137153	0.0872154	0.254841	0.0188751	0.00954944	5.45596e-09	0.0113561	0.0839971	1.77636e-15	0	0.0617054
35028	1	0	0	0.78365	0.0107133	0.0123026	0.783462	0.0106764	0.0122547	0.783555	0.0106872	0.0122775	0.783509	0.0106864	0.0122718	1	0	0
35029	1	0	0	0.985121	0.00723237	0.00737567	0.982712	0.00709831	0.00724259	0.983403	0.00709993	0.00724421	0.980792	0.00709642	0.0072407	1	0	0
35031	0.688217	0.00108483	0.000572323	0.377967	0.0153892	0.0202983	0.444981	0.015219	0.0193683	0.343473	0.0160266	0.0214689	0.405243	0.0158068	0.0204799	0.249168	0.000454983	0
35032	0.265616	0	0.00263929	0.0351152	0.0385712	0.0999435	0.0351161	0.0385287	0.0997755	0.0550291	0.0418651	0.0969667	0.055029	0.0418636	0.0970268	1	0.00295719	0.00295753
35033	0.359578	0.00283629	0	0.305629	0.0418987	0.0246642	0.305617	0.0417172	0.0245506	0.355949	0.0412425	0.0257296	0.355946	0.0411959	0.0257035	0.984387	0	0
35034	0.744422	0.00118899	0.0182803	0.026716	0.172034	0.289592	0.0267161	0.171974	0.289464	0.0383028	0.184645	0.303231	0.0383027	0.184656	0.303255	0.996141	0	0
35035	1	0.00987078	0.00990669	3.54691e-05	0.219985	0.414054	2.92656e-05	0.219982	0.418035	3.42388e-05	0.218002	0.414382	2.82244e-05	0.218238	0.419293	0.312801	0	0.00621159
35036	0.245441	0.00370677	0	0.370722	0.0429999	0.0630589	0.370726	0.0430126	0.063075	0.247549	0.0389289	0.0653427	0.247543	0.0389291	0.065343	1	0	0
35037	0.255182	0	0.00481725	0.336937	0.023456	0.0509132	0.336987	0.0233915	0.0507059	0.509962	0.0239966	0.0429518	0.510004	0.0239872	0.0429408	1	0	0
35039	0.454885	0	0.00488581	0.000392514	0.0661909	0.0190241	0.000392528	0.0657764	0.0189041	0.000404214	0.07082	0.0204201	0.00040421	0.070834	0.0204255	1	0	0
35041	0.793502	0.00597917	0.010236	0.0216384	0.101149	0.262571	0.0216384	0.101158	0.26257	0.0290912	0.11345	0.253106	0.0290912	0.113449	0.253106	0.99683	0	0
35042	0.248005	0.00160681	0	0.879829	0.0150782	0.0161512	0.95812	0.0152552	0.0148799	0.717355	0.0150012	0.0176044	0.868678	0.0152	0.0163742	0.257129	0.00137739	0
35047	1	0	0	0.11098	0.0129899	0.0580901	0.110986	0.0129677	0.057772	0.110981	0.012962	0.0578359	0.110982	0.012964	0.0578243	1	0	0
35048	0.800086	0	0.0119848	0.0051137	0.127905	0.43743	0.00511342	0.127783	0.436287	0.00567182	0.119652	0.369288	0.00567176	0.119546	0.368613	0.999421	0	0
35049	0.0949115	0	0.0148103	0.483539	0.22487	0.278997	0.427209	0.227304	0.289701	0.711559	0.245157	0.27442	0.644022	0.248251	0.285521	0.337025	0	0.00556875
35051	0.413233	0	0.0102826	0.106608	0.262049	0.141361	0.116143	0.270742	0.144058	0.0870268	0.289196	0.146501	0.0911408	0.298747	0.149716	0.657229	0.0043847	0.000589697
35053	0.499359	0.0117503	0.00231046	0.556316	0.0445957	0.066766	0.538655	0.0442188	0.0666494	0.411795	0.0418511	0.070581	0.387653	0.0410938	0.0707298	0.829986	0.00369963	0
35054	1	0	0	0.386773	0.0176788	0.0301627	0.386755	0.0176073	0.0300473	0.386757	0.0176054	0.0300478	0.386771	0.0175899	0.0300106	0.985223	0	0
35055	0.650284	5.19412e-05	0.00438052	1.31887e-08	0.0299534	0.202646	1.3914e-08	0.0294656	0.197569	2.47396e-08	0.0320742	0.194596	2.58615e-08	0.031508	0.189773	0.953338	0.0022717	0.00205798
35056	0.302363	0	0.00726203	0.0409207	0.0760246	0.152545	0.0464371	0.0794593	0.152273	0.0563428	0.0814792	0.158625	0.061648	0.0848718	0.158425	0.97829	0.00430074	0.00413079
35057	0.708589	0.00483949	0.00358332	0.0719372	0.0424564	0.0641013	0.0767971	0.0425858	0.064279	0.0658701	0.0423035	0.0633947	0.0710432	0.0425624	0.0637218	0.858807	0.000780402	0.000345494
35059	0.907023	0.0331793	0.0269107	0.7031	0.28914	0.386742	0.893514	0.341642	0.382162	0.59017	0.25084	0.31741	0.734208	0.2674	0.313174	0.279722	0.00663906	0
35060	1	0	0	0.39291	0.0603142	0.0858812	0.392887	0.0603518	0.0859615	0.392889	0.0603527	0.0859602	0.392884	0.0603525	0.0859594	1	0	0
35061	0.295014	0	0.0313684	0.0277294	0.132224	0.783756	0.0299247	0.128003	0.814325	0.056752	0.166977	0.764847	0.0611975	0.168067	0.780211	0.893506	0	0.00634193
35062	0.537053	0.0125738	0	0.468667	0.136328	0.0872818	0.387856	0.150575	0.0838746	0.60814	0.131197	0.096313	0.445416	0.129303	0.084058	0.31107	0.00572914	0
35063	0.49557	0.00329474	0.0120554	0.0386692	0.200676	0.406743	0.0373236	0.20514	0.424086	0.0597849	0.204763	0.369715	0.0574363	0.209386	0.384987	0.834907	0	0.00211041
35064	0.417411	0	0.0103094	0.197084	0.282243	0.424731	0.197054	0.282882	0.425703	0.227605	0.292745	0.430419	0.227606	0.292743	0.430442	0.998759	0	0
35065	0.999389	0	0	0.0433907	0.00953457	0	0.0433883	0.00957063	0	0.0433882	0.00958177	0	0.0433883	0.00956884	0	1	0	0
35066	0.245368	0.00203626	0	8.10376e-05	0.0418852	0.152027	0.688476	0.032815	0.0276034	3.35556e-05	0.038565	0.15552	0.845737	0.0311164	0.0285577	1.00363e-08	0.121473	0.00311832
35067	0.567268	0.00255548	0.00568766	0.354054	0.128479	0.0988305	0.41344	0.13024	0.103495	0.300751	0.136525	0.102038	0.354263	0.138621	0.106965	0.38197	0	0.00279459
35068	1	0	0	0.300729	0.0211093	0.0893333	0.300775	0.0212075	0.089052	0.300864	0.021404	0.0886173	0.3008	0.021313	0.0887999	0.998674	0	0
35069	0.240578	0.00315532	0	0.742386	0.0111099	0.0138837	0.742368	0.0111397	0.0139186	0.47717	0.00871018	0.0146437	0.477169	0.00871009	0.0146453	0.99424	0	0
35070	0.44453	0	0.0123258	0.290227	0.359534	0.240523	0.328047	0.34694	0.239312	0.225606	0.364656	0.232962	0.257052	0.352169	0.231347	0.27188	0	0.00586808
35071	1	0	0.00239602	0.135614	0.0569888	0.0958414	0.123658	0.0567109	0.0984107	0.177654	0.0594165	0.0945209	0.159855	0.0590952	0.0972759	0.621945	0	0.00459942
35072	0.208303	0.00244501	0	0.78018	0.0176483	0.0199783	0.780228	0.0176058	0.0199292	0.548765	0.0167498	0.0218539	0.548798	0.0167375	0.0218396	1	0	0
35073	0.279799	0.00645324	0	0.806428	0.0877049	0.0703735	0.806143	0.0879787	0.0705609	0.953514	0.0808831	0.076585	0.956728	0.0803447	0.076231	1	0	0
35075	0.168867	0.0154897	0.000171955	0.872173	0.171692	0.165883	0.754328	0.171375	0.160057	0.872282	0.162467	0.168362	0.986491	0.162075	0.162572	0.537489	0.00927042	0.00468975
35076	0.606472	0.000780115	0.00472414	0.000243503	0.0363688	0.111959	0.000350858	0.0367272	0.110521	0.000375728	0.039118	0.112917	0.000534966	0.0394085	0.111229	0.272621	0.00215975	0
35077	1	0	0	0.394081	0.00984075	0.0160156	0.394063	0.00987408	0.0160696	0.394102	0.00983497	0.0160039	0.394064	0.00988021	0.0160777	1	0	0
35078	1	0	0	0.143048	0.00289726	0.00611452	0.0964417	0.00283074	0.00651254	0.143042	0.00289613	0.00611856	0.0964431	0.00283249	0.00652028	0.249996	0	0.000541507
35079	0.688972	0.00334472	0	0.702887	0.174035	0.151298	0.702897	0.173984	0.151259	0.712283	0.174386	0.152369	0.712269	0.174386	0.152369	0.999336	0	0
35080	0.257729	0.00341528	0	0.00131523	0.0410059	0.182207	0.00131525	0.0410048	0.182093	0.000720367	0.0369559	0.184524	0.000720322	0.0369399	0.184771	0.998655	0	0
35081	0.088642	0	0.00696225	0.114586	0.109751	0.151017	0.121319	0.110444	0.152067	0.238764	0.118339	0.150692	0.251614	0.119457	0.151932	0.895438	0.00130319	0.00092734
35082	1	0	0	0.548839	0.0311518	0.0446782	0.548842	0.03115	0.0446689	0.548843	0.0311495	0.0446695	0.548846	0.0311423	0.0446697	1	0	0
35083	1	0	0	0.81072	0.0286175	0.0322812	0.810886	0.0285247	0.0321524	0.810891	0.0285296	0.0321597	0.810873	0.0285246	0.0321538	1	0	0
35084	0.384489	0.00196699	0.00853811	2.50828e-10	0.0533007	0.178947	3.63978e-10	0.0533564	0.180058	7.12912e-10	0.054731	0.175636	1.05627e-09	0.0549736	0.176927	0.742661	0.00385563	0
35085	0.373606	0	0.00347846	0.505101	0.0250153	0.0346468	0.505123	0.0249979	0.0346256	0.590071	0.0268579	0.0351045	0.590015	0.0268322	0.0350381	1	0	0
35086	0.253185	0	0.00222231	0.747367	0.0114286	0.00902682	0.74717	0.0114481	0.00904338	0.483998	0.0115601	0.00665299	0.484144	0.0115968	0.00667362	1	0	0
35087	1	0	0	0.0748544	0.082588	0.0243276	0.0748496	0.0827552	0.0242915	0.0748386	0.0828128	0.0242732	0.0748498	0.0827462	0.0242962	0.995697	0	0
35088	0.499894	0.0140809	0.00166159	0.45128	0.0923921	0.0645635	0.45128	0.0923901	0.0645621	0.294825	0.0845808	0.0505809	0.294825	0.0845811	0.0505811	1	0	0
35090	0.927494	0.00987705	0.00833851	0.237574	0.0436552	0.0204313	0.237593	0.0433409	0.0202799	0.165371	0.0534856	0.0221882	0.165383	0.053547	0.0222174	1	0	0
35091	0.324283	0.00419688	0.0150113	0.504202	0.161602	0.208746	0.504149	0.161891	0.209147	0.681432	0.164532	0.193582	0.681432	0.164536	0.193587	1	0	0
35094	0.554683	0.00952613	0.00360639	0.358369	0.238723	0.119583	0.385196	0.234352	0.122476	0.420025	0.224198	0.112706	0.446559	0.221334	0.115252	0.611404	0	0.00542287
35095	1	0	0	0.331832	0.0289034	0.0609947	0.331841	0.028906	0.0609892	0.331834	0.0289033	0.0609909	0.331842	0.0289061	0.0609884	1	0	0
35096	1	0	0	0.228794	0.0262261	0.0969365	0.228792	0.0262068	0.097	0.228802	0.0262085	0.0970175	0.22879	0.0262353	0.0970093	1	0	0
35097	1	0	0	0.0149441	0.0204762	0.00543709	0.0149439	0.0203296	0.00540059	0.0149439	0.0203292	0.00540064	0.0149438	0.0203351	0.00540098	1	0	0
35098	0.421514	0.00907685	0	4.68514e-14	0.180684	1.03295	4.68514e-14	0.180249	1.02917	1.52101e-14	0.170472	1.04686	1.52101e-14	0.170887	1.04876	0.997676	0	0
35099	1	0	0	0.56107	0.302267	0.401883	0.561077	0.302439	0.402149	0.561074	0.302491	0.402251	0.561076	0.302442	0.402088	1	0	0
35100	0.510567	0	0.00955955	0.557167	0.329556	0.251342	0.557007	0.329343	0.251257	0.485763	0.342324	0.250011	0.485764	0.34225	0.249985	0.982534	0	0
35101	0.184412	0	0.00359523	0.842923	0.0442729	0.0409055	0.738638	0.0450925	0.0393917	0.679291	0.0470315	0.0400893	0.583789	0.0478584	0.0385864	0.257468	0.00109928	0
35102	1	0	0	0.439842	0.0327197	0.020731	0.439842	0.0327214	0.0207321	0.439845	0.0327221	0.0207334	0.439846	0.0327305	0.0207386	0.993374	0	0
35103	0.983143	0.00580763	0.00563127	0.672633	0.0133845	0.0198974	0.672647	0.0133746	0.0198821	0.666076	0.00990992	0.0148933	0.665973	0.00989121	0.0148639	0.992936	0	0
35104	0.482581	0.00473064	0	0.46249	0.0876319	0.0669066	0.766991	0.0828866	0.0749081	0.648862	0.0856176	0.0720048	0.981306	0.0806514	0.0801351	0.053603	0	0.00554292
35105	0.999675	0	0	0.261776	0.561794	0.835054	0.259531	0.557085	0.830672	0.261801	0.560857	0.832726	0.25953	0.557147	0.83105	0.791506	0.00758317	0
35106	0.470039	0	0.00526992	8.66675e-07	0.207428	0.483783	1.21857e-06	0.210758	0.484422	1.47843e-06	0.213353	0.493398	2.0576e-06	0.216612	0.493322	0.324328	0.00197998	0
35107	0.992556	0	0	0.334583	0.0360963	0.0572256	0.334604	0.0360373	0.0571284	0.334596	0.0360517	0.0571504	0.334602	0.0360419	0.0571378	1	0	0
35108	0.251541	0.000986665	0	0.57496	0.0154793	0.0110915	0.57488	0.0154517	0.011072	0.773891	0.0136935	0.0114756	0.774068	0.0136766	0.0114619	1	0	0
35110	0.642208	0.00711958	0.00359521	0.338311	0.132036	0.0877984	0.268305	0.130154	0.0807064	0.370383	0.1221	0.0834472	0.295221	0.12034	0.0766117	0.27832	0.00288604	0
35111	1	0	0	0.136159	0.000716036	0.000207278	0.135866	0.00069856	0.000202059	0.132289	0.000666444	0.000192726	0.141005	0.000894188	0.000258671	0.959967	0	0
35112	0.0516433	0	0.0278353	0.974426	0.196823	0.194261	0.972261	0.196873	0.194319	0.564021	0.222778	0.178154	0.564023	0.222887	0.178229	0.998342	0	0
35113	0.503502	0.0163001	0.00446087	0.0552336	0.347924	0.565612	0.0592321	0.367894	0.591403	0.042636	0.326831	0.538547	0.0459725	0.345369	0.562792	0.0305472	0	0.0323864
35114	0.537392	0.00207107	0.00453377	0.00352603	0.048699	0.0098489	0.00352577	0.0488105	0.00987377	0.0015834	0.0550721	0.0100327	0.00158339	0.0552143	0.0100601	1	0	0
35115	0.538214	0.00532451	0.00205043	0.00845512	0.0884011	0.2004	0.00926143	0.0898595	0.204336	0.00569772	0.0830319	0.198891	0.00624736	0.084349	0.203182	0.870767	0.00510603	0.00418325
35116	0.931109	0.0054367	0.00637952	0.847133	0.236048	0.254889	0.847299	0.235886	0.254711	0.874587	0.237899	0.253998	0.874483	0.237912	0.253997	0.999435	0	0
35117	0.24705	0.00411512	0	0.871118	0.0705153	0.065827	0.87107	0.0706159	0.0658859	0.979046	0.0667926	0.0675929	0.978702	0.0667964	0.0675949	0.99833	0	0
35118	0.392046	0.00591656	0.0156493	1.91146e-06	0.178706	0.449739	1.18294e-06	0.174084	0.449599	3.33036e-06	0.173274	0.428112	2.08145e-06	0.168851	0.428162	0.277997	0	0.00312081
35119	0.427285	0.0022875	0.00108257	0.318243	0.0242728	0.0165373	0.318312	0.0245832	0.0167343	0.439259	0.025807	0.0193516	0.439218	0.0258367	0.019376	1	0	0
35120	0.261072	0	0.0134162	0.00669653	0.126125	0.43047	0.00669713	0.126225	0.431372	0.0150871	0.130368	0.483448	0.0150872	0.130369	0.48311	1	0	0
35121	0.993456	0.00458333	0.00458111	0.394387	0.438922	0.564253	0.394424	0.4383	0.563641	0.405339	0.416375	0.53039	0.405339	0.416382	0.530379	0.94496	0	0
35122	0.961127	0.00130129	0.00140365	0.845231	0.0459052	0.0514282	0.960888	0.0494256	0.0508062	0.935259	0.0459421	0.0482603	0.956728	0.0493257	0.0478017	0.252562	0.0015534	0
35123	0.260141	0.00168389	0	0.823237	0.0240426	0.021414	0.823077	0.0240451	0.021433	0.990069	0.0221833	0.0220427	1	0.0221205	0.0219792	0.983224	0	0
35124	0.0578092	0.00758274	0	0.641327	0.0987117	0.115449	0.60083	0.0950881	0.113158	0.406829	0.0878886	0.117544	0.37338	0.08452	0.115044	0.336948	0	0.00296841
35125	0.265129	0.00277595	0	0.461262	0.0831775	0.106889	0.461129	0.0833361	0.107102	0.36666	0.0815446	0.109838	0.366646	0.0814115	0.109649	1	0	0
35126	0.560329	0.0208469	0.00234632	0.154057	0.099106	0.151318	0.154058	0.0989832	0.151077	0.121839	0.0903763	0.144113	0.121847	0.0903198	0.143938	0.993693	0	0
35127	1	0	0	0.0209697	0	0.0432306	0.0209692	0	0.0432425	0.0209698	0	0.0432424	0.0209695	0	0.0432462	0.997945	0	0
35128	0.165022	0	0.0182165	0.000518542	0.152707	0.448248	0.000355881	0.144854	0.444854	0.00206228	0.176237	0.438263	0.0014772	0.168737	0.438553	0.913191	0.00500211	0.00375369
35129	0.545762	0.0816728	0	0.0926749	0.334906	0.11827	0.126709	0.377545	0.114946	0.15721	0.379217	0.1651	0.217812	0.413885	0.174483	0.271045	0	0.0129666
35130	0.997752	0.00278139	0.00279176	0.151617	0.113778	0.170049	0.151607	0.113855	0.170142	0.154509	0.114082	0.170032	0.154502	0.114127	0.170051	1	0	0
35131	0.24886	0	0.00163613	0.689191	0.0315956	0.0363363	0.812927	0.0333981	0.0362302	0.81523	0.0341993	0.0370714	0.940265	0.0361002	0.0370302	0.249724	0.00175673	0
35132	0.501142	0.00275822	0.00799638	0.139822	0.0630648	0.109011	0.139826	0.0630955	0.109058	0.175991	0.0695849	0.115624	0.175992	0.0695662	0.115609	1	0	0
35133	0.701238	0.00657014	0.00980111	0.121873	0.275778	0.373791	0.121869	0.275465	0.373515	0.144218	0.279243	0.373988	0.144218	0.279237	0.37398	1	0	0
35134	0.266305	0	0.00503115	0.0302689	0.0616069	0.00307494	0.0302681	0.0616635	0.00305987	0.016895	0.0731043	0.00181767	0.0168947	0.0731579	0.00181178	1	0	0
35135	0.029968	0	0.0171695	0.215541	0.150578	0.227123	0.226442	0.151655	0.226715	0.408949	0.168578	0.225881	0.426986	0.170098	0.225594	0.413105	0.00486608	0
35136	1	0	0	0.106476	0.0248402	0.00969842	0.106476	0.0248377	0.0097023	0.106475	0.0248516	0.00970642	0.106476	0.0247913	0.00968365	0.997182	0	0
35137	0.149893	0.00963415	0.00171036	0.346556	0.0884781	0.114716	0.346553	0.0884894	0.114722	0.168766	0.0796987	0.116705	0.168766	0.0796974	0.116708	1	0	0
35138	0.969758	0.00540365	0.00508336	0.130761	0.0603698	0.0241688	0.130765	0.0605311	0.0242226	0.132403	0.0648246	0.0259543	0.132402	0.0648045	0.0259596	0.993939	0	0
35139	0.997817	0	0	0.613476	0.216983	0.0983303	0.613535	0.216676	0.0985641	0.613536	0.216674	0.0985647	0.613552	0.216676	0.0985641	1	0	0
35140	0.253642	0.000884063	0	0.250641	0.0639969	0.047062	0.250635	0.0640514	0.0470934	0.294372	0.0616021	0.046469	0.294373	0.0615999	0.0464676	1	0	0
35141	1	0	0	1	0.00619962	0.0061962	0.98842	0.00603735	0.00603574	0.985304	0.00606894	0.00606741	0.987559	0.00603756	0.00603636	0.987528	0	0
35145	0.997441	0	0	0.224134	0.0973527	0.175615	0.224133	0.0973593	0.175644	0.224129	0.0973788	0.175686	0.224133	0.0973606	0.175663	0.998453	0	0
35146	0.253386	0.00435424	0	0.907807	0.0277758	0.0254973	0.907844	0.0277996	0.0255133	0.854104	0.0232045	0.0267454	0.854112	0.0231895	0.0267363	1	0	0
35147	0.490961	0.0306371	0.0869649	0.326738	0.166571	0.109647	0.185641	0.179568	0.101409	0.183817	0.171398	0.0968015	0.093538	0.18399	0.0884978	0.120171	0.0141658	0
35148	0.503229	0.00784466	0.0167077	0.986697	0.145921	0.145344	0.986159	0.145941	0.145376	0.845497	0.148351	0.140734	0.84558	0.148351	0.140734	0.998736	0	0
35151	0.398863	0	0.000720881	0.413976	0.00651071	0.0103226	0.413955	0.00649773	0.0103016	0.428422	0.0066383	0.0103198	0.428388	0.00663416	0.0103137	0.99884	0	0
35152	0.953185	0.00046293	0.000507578	0.38578	0.00412837	0.00686298	0.385854	0.00406036	0.00672485	0.526235	0.004754	0.00677052	0.525927	0.00472142	0.00671637	1	0	0
35153	0.437809	0.00663977	0.0136478	0.443388	0.0457802	0.0651521	0.54041	0.0443614	0.0591527	0.628371	0.0517644	0.06576	0.749215	0.0503298	0.059128	0.26193	0.0032486	0
35154	0.272308	0.0159147	0.00259351	0.0211459	0.138179	0.358692	0.0143361	0.127772	0.364792	0.0106124	0.132631	0.392069	0.00684328	0.121182	0.399413	0.291388	0	0.00476447
35155	0.166454	0	0.0149848	0.0339383	0.00503154	0.0548816	0.0339379	0.00503685	0.0548629	0.127441	0.0109364	0.0470076	0.12744	0.0109321	0.0469935	1	0	0
35156	1	0	0	0.0338258	0.0215693	0.0712114	0.0558344	0.0227905	0.0679908	0.0338275	0.0216139	0.0713795	0.0558344	0.0227919	0.0679994	0.242112	0.00478501	0
35158	0.0516148	0.0296803	0	0.0815724	0.104124	0.181573	0.0815756	0.104255	0.181786	0.0131469	0.0803336	0.203593	0.0131469	0.0803348	0.203585	0.997988	0	0
35162	0.0202695	0	0.0167605	0.131304	0.0130636	0.0358478	0.131309	0.0132044	0.036229	0.813671	0.0293773	0.0336752	0.813699	0.0293961	0.0336966	1	0	0
35164	0.0460836	0	0.0420052	0.189693	0.0997719	0.209829	0.791689	0.106108	0.0896341	0.624931	0.138765	0.174697	0.289871	0.145251	0.0789875	0.00797851	0.10187	0
35165	0.114906	0	0.0182863	0.304976	0.114064	0.0925813	0.399028	0.111754	0.0942543	0.265562	0.113907	0.0910009	0.352144	0.111694	0.0925994	0.103877	0	0.00134523
35167	0.103911	0.00279961	0	0.0431209	0.0080408	0.020109	0.0431152	0.00801231	0.0200617	0.0144791	0.00690479	0.0214298	0.0144797	0.00690023	0.0214166	0.994155	0	0
35168	0.999282	0	0	0.589882	0.0229005	0.0486952	0.59006	0.0227613	0.0484752	0.590057	0.0227629	0.0484778	0.590053	0.0227639	0.0484795	0.996963	0	0
35169	0.461668	0.00127907	0.00380968	0.0448329	0.0353202	0.0675601	0.0448341	0.03529	0.0675302	0.0680654	0.0378962	0.0658613	0.0680711	0.0379095	0.0658866	0.99718	0	0
35170	0.976973	0.0117034	0.0109852	0.535127	0.0814309	0.101059	0.534889	0.0816733	0.101344	0.566401	0.0877404	0.108929	0.566372	0.0877788	0.108959	0.995992	0	0
35171	0.999634	0	0	0.445738	0.015057	0.0100026	0.445742	0.014999	0.00996375	0.445758	0.0149971	0.00996251	0.44575	0.0150013	0.00996528	0.999162	0	0
35172	0.251809	0.00192883	0	0.000581746	0.0114616	0.0702612	0.000954607	0.0113511	0.0655872	0.000362904	0.011271	0.0733012	0.000598299	0.0111636	0.0685694	0.25116	0.00181911	0
35173	0.476986	0.00129172	0.00565254	0.00411883	0.151988	0.796437	0.0052046	0.1623	0.764263	0.006095	0.168375	0.742779	0.00755184	0.176912	0.714017	0.912583	0.0226018	0
35174	0.986619	0	0	7.46929e-11	0.0137793	0.095326	7.46816e-11	0.0137922	0.0954336	7.46867e-11	0.0137867	0.0953945	7.468e-11	0.0137881	0.0954048	0.990044	0	0
35175	1	0	0	0.422477	0.0548052	0.0150346	0.422482	0.0548326	0.0150128	0.422479	0.054835	0.0150018	0.422482	0.0547967	0.0150113	0.991993	0	0
35176	1	0.00405774	0.0130358	0.319743	0.376331	0.172419	0.319746	0.375724	0.172537	0.281073	0.422982	0.176815	0.281073	0.420049	0.177269	1	0	0
35177	0.173482	0.020628	0.00697794	0.1153	0.210297	0.294536	0.103216	0.211317	0.299341	0.0449389	0.195077	0.304752	0.0394115	0.195919	0.309617	0.310616	0	0.00144056
35179	0.0567523	0.0202145	0.0873082	0.0523731	0.107838	0.0395828	0.0523735	0.107771	0.0395531	0.00247203	0.170476	0.045861	0.00247205	0.17072	0.04593	1	0	0
35180	0.261915	0	0.00933142	0.587338	0.108906	0.145863	0.587341	0.108879	0.145837	0.752257	0.111047	0.132297	0.752256	0.111048	0.132305	0.997453	0	0
35181	0.0393991	0.00248164	0.0254602	0.654609	0.0439559	0.055007	0.654611	0.0439623	0.0549975	0.60843	0.0750383	0.0605711	0.608458	0.0750059	0.0606015	1	0	0
35182	0.257809	0.00275226	0	0.958539	0.0934069	0.0913068	0.958574	0.0934102	0.0912872	0.905395	0.0857701	0.0904826	0.905796	0.0856925	0.0903387	0.995601	0	0
35183	0.219518	0.00290006	0.0231518	0.00022774	0.227504	0.729154	0.000150481	0.226194	0.74066	0.00049245	0.259766	0.862345	0.000335296	0.257768	0.874037	0.423127	0	0.0100142
35185	1	0	0	0.236862	0.0419509	0.204135	0.237025	0.0434305	0.197623	0.236983	0.0434338	0.197785	0.236983	0.0434437	0.197729	1	0	0
