seq_number	prob	query_distance	test_distance	mam_distance	ln_diff	distinct_sites	total_sites	ave_percent_identity	overall_percent_identity	min_undist	max_undist	ave_undist
12300	0.763338	0.00931945	0.00738485	0.0448584	0.0906613	47	922	97.6861894432393	96.6377440347072	0.00976139	0.03036876	0.0231381033333333
12301	0.340387	0.101446	0.119692	0.304674	0.908975	315	1369	76.7470172875578	68.663257852447	0.16581446	0.26661798	0.232529826666667
12302	0.995978	0.0580893	0.0579726	0.149258	2.54092e-05	95	638	89.4984326018809	85.2664576802508	0.07366771	0.12225705	0.105015673333333
12303	0.126482	0.07376	0.133914	0.369525	2.33515	116	285	69.2397660818714	58.5964912280702	0.20000000	0.37543860	0.30760234
12304	0.825136	0.0342527	0.0324583	0.104651	0.0488161	157	1211	87.4483897605285	82.1635012386457	0.07927333	0.14863749	0.125516103333333
12305	0.498218	0.0146661	0.0196179	0.0427761	0.458729	70	929	95.9454610692501	94.1872981700754	0.02798708	0.04736276	0.04054539
12306	0.0440652	0	0.00617203	0.016706	4.05406	30	523	98.597833014659	97.8967495219885	0.00573614	0.02103250	0.01402167
12307	0.0181967	0.121106	0.0736237	0.389166	5.57712	145	334	66.7664670658683	55.0898203592814	0.20958084	0.40718561	0.332335323333333
12308	0.251477	0.0084773	0	0.017118	1.31508	23	191	98.9528795811518	98.4293193717278	0.00523560	0.01570681	0.0104712033333333
12309	0.363808	0.0294308	0.00919405	0.155186	0.824704	52	228	88.8888888888889	84.6491228070175	0.03947368	0.15350877	0.11111111
12310	9.60579e-11	0.378907	0.00773681	0.0680232	41.9001	57	473	94.7145877378435	92.1775898520085	0.02114165	0.07610994	0.0528541233333333
12311	0.155438	0.299464	0.137873	0.455525	2.01806	69	143	70.3962703962704	61.5384615384615	0.23776224	0.34965035	0.296037293333333
12312	0.513067	0.0244609	0.0365612	0.117794	0.427807	59	349	90.8309455587392	87.3925501432665	0.05444126	0.11461318	0.0916905433333333
12313	0.345637	0.127438	0.196592	0.996356	0.889412	155	287	56.4459930313589	42.8571428571429	0.25783971	0.53310102	0.43554005
12314	2.18882e-08	0.0460812	0.266775	0.293912	31.3194	124	347	75.1200768491835	65.9942363112392	0.21325648	0.31412104	0.24879923
12315	0.661095	0.0226992	0.0263039	0.0395545	0.192197	76	977	95.0187649266462	92.9375639713408	0.04298874	0.05424770	0.0498123533333333
12316	0.81599	0.0316132	0.0266971	0.226433	0.0541522	67	253	84.9802371541502	78.6561264822134	0.05533597	0.20158103	0.15019763
12317	0.484037	0.0407892	0.0496459	0.0906926	0.489755	122	910	90	86.3736263736264	0.08021978	0.11208791	0.1
12318	0.906747	0.0866178	0.0918896	0.245834	0.0137225	64	166	79.3172690763052	71.0843373493976	0.14457831	0.24096386	0.206827306666667
12319	0.731608	0.187022	0.147617	0.840024	0.117641	80	118	57.6271186440678	44.9152542372881	0.25423729	0.50847459	0.423728823333333
12320	0.000229003	0.0593341	0.201578	0.303976	13.5768	144	461	77.0065075921909	69.6312364425163	0.18438178	0.28199565	0.22993492
12321	0.699749	0.0211462	0.0238479	0.0710381	0.148733	121	436	79.1284403669725	70.6422018348624	0.13073395	0.24770643	0.208715603333333
12322	1.63043e-06	0.0343296	0.109811	0.1985	22.9877	162	1321	88.0141307090588	83.0431491294474	0.08251325	0.15518546	0.11985869
12323	0.207097	0.0551151	0.0830839	0.235911	1.59161	123	789	87.9594423320659	83.1432192648923	0.07351077	0.14955640	0.120405576666667
12324	0.00184853	0.0785631	0.144204	0.217991	9.69418	213	897	78.149386845039	69.453734671126	0.17614269	0.25752509	0.218506133333333
12325	0.00537374	0.107056	0.248093	0.578352	7.74917	196	431	61.4849187935035	49.1879350348028	0.27146173	0.46171695	0.38515082
12326	0.036537	0.313488	0.133206	0.596259	4.37186	133	282	64.4208037825059	52.4822695035461	0.24468085	0.43971631	0.355791966666667
12327	0.986425	0.0320713	0.031816	0.244531	0.000289499	153	1187	88.1774782364504	83.5720303285594	0.04970514	0.15417017	0.118225213333333
12328	0.853693	0.115234	0.126161	0.393996	0.0340067	89	206	74.4336569579288	65.0485436893204	0.17961165	0.29611650	0.255663433333333
12329	0.144933	0.0918356	0.0432452	0.36951	2.12479	94	270	74.5679012345679	64.0740740740741	0.12222222	0.33333334	0.25432099
12330	0.913134	0.0224857	0.0213991	0.0637892	0.0118998	65	549	93.4426229508197	90.528233151184	0.04189435	0.07832423	0.06557377
12331	0.81622	0.0223629	0.0183136	0.0579255	0.0540144	36	190	94.2105263157895	91.5789473684211	0.03684210	0.06842105	0.0578947333333333
12332	0.990956	0.00308313	0.0031342	0.0190982	0.000128495	27	290	98.1609195402299	97.2413793103448	0.00689655	0.02413793	0.0183908033333333
12333	0.811937	0.0520266	0.0496521	0.16913	0.0566095	230	1764	85.5064247921391	79.6485260770975	0.08956916	0.17403628	0.14493575
12334	0.00205757	0.0462717	0	0.137046	9.49746	61	310	89.6774193548387	85.1612903225806	0.04516129	0.14838709	0.103225803333333
12335	0.0534567	0.270593	0.500033	0.439729	3.72958	100	175	63.4285714285714	51.4285714285714	0.34857142	0.39428571	0.365714283333333
12336	0.0735956	0.0540599	0.103921	0.198284	3.20095	90	494	88.4615384615385	83.8056680161943	0.07894737	0.13967611	0.115384616666667
12337	0.178997	0.0661493	0.0914429	0.245852	1.80593	192	1067	83.0990315526398	76.8509840674789	0.11433927	0.20337394	0.169009683333333
12338	0.99804	0.00267072	0.00268002	0.0188174	6.03264e-06	29	372	98.3870967741936	97.5806451612903	0.00537634	0.02150538	0.0161290333333333
12339	0.507	0.113518	0.0924061	0.259317	0.440253	122	372	75.3584229390681	65.8602150537634	0.18279570	0.28494623	0.246415773333333
12340	0.0385109	0.118645	0.0441368	0.280428	4.28231	92	259	77.2200772200772	68.3397683397683	0.14671814	0.28957528	0.22779922
12341	0.000208706	0.203834	0.821849	0.707248	13.751	116	166	47.5903614457831	36.7469879518072	0.46385542	0.57228917	0.52409638
12342	0.540695	0.0525732	0.0647669	0.217945	0.374253	111	522	82.3754789272031	75.2873563218391	0.10153256	0.21647510	0.17624521
12343	0.0118303	0.0949355	0.241235	0.354206	6.33613	94	207	67.4718196457327	55.5555555555556	0.26570049	0.38164252	0.32528181
12344	0.245277	0.00853759	0.0175979	0.0459394	1.35	45	495	95.6902356902357	93.5353535353535	0.02424242	0.05656566	0.0430976433333333
12345	0.706261	0.0862891	0.0984272	0.435313	0.14204	165	638	76.9070010449321	68.8087774294671	0.13479623	0.28056425	0.23092998
12346	0.71138	0.0293344	0.0197037	0.450816	0.136902	70	181	76.427255985267	65.7458563535912	0.04972376	0.33701658	0.235727443333333
12347	0.551325	0.0199503	0.0110282	0.079428	0.354948	39	198	93.4343434343434	90.4040404040404	0.03030303	0.08585858	0.0656565633333333
12348	0.360253	0.218457	0.262626	0.528711	0.837012	275	589	60.3282399547255	48.7266553480475	0.32597622	0.43633276	0.396717596666667
12349	0	0.725777	0.106661	0.0457642	95.1193	124	337	70.2274975272008	58.4569732937685	0.11275964	0.40059346	0.29772502
12350	0.318997	0.032163	0.0406512	0.101461	0.993053	158	1415	89.5170789163722	85.0883392226148	0.06996466	0.12508833	0.104829206666667
12351	0.000161172	0.275283	0.546912	0.405193	14.237	197	463	63.4989200863931	52.267818574514	0.32397407	0.40172786	0.3650108
12352	0.439823	0.0134598	0.02209	0.10812	0.596744	60	480	92.2916666666667	88.9583333333333	0.03125000	0.10208333	0.0770833333333333
12353	0.589919	0.0400885	0.056339	0.144522	0.29047	53	234	87.8917378917379	83.3333333333333	0.08119658	0.14529915	0.121082623333333
12354	0.0532428	0	0.063053	0.318031	3.73628	43	147	84.5804988662131	78.2312925170068	0.04761905	0.21768707	0.154195013333333
12355	0.756889	0.107826	0.0940936	0.407458	0.0958324	94	223	72.4962630792227	60.5381165919283	0.16143498	0.33632287	0.275037366666667
12356	0.142734	0.276113	0.457701	0.615529	2.14824	106	142	47.4178403755869	31.6901408450704	0.47887325	0.57746476	0.525821586666667
12357	0.310668	0.141747	0.177621	0.530441	1.02783	282	777	67.0527670527671	55.984555984556	0.23552124	0.37837839	0.329472336666667
12358	0.630495	0.242689	0.20857	0.231218	0.23139	93	144	57.6388888888889	46.5277777777778	0.40277779	0.44444445	0.423611113333333
12359	0.383761	0.0193702	0.0288055	0.120731	0.758618	89	787	92.1643371452774	88.8182973316391	0.03811944	0.10165184	0.0783566266666667
12360	0.31907	0.0781799	0.0564446	0.169442	0.992756	100	387	81.9121447028424	73.9018087855297	0.12661499	0.21705426	0.180878553333333
12361	0.0720551	0.0708953	0.172679	0.215062	3.23557	60	139	76.9784172661871	68.3453237410072	0.19424461	0.27338129	0.230215826666667
12362	8.40539e-12	0.0461385	0.238802	0.582211	46.6689	190	443	65.6884875846501	53.4988713318284	0.21218961	0.44920993	0.34311512
12363	0.195145	0.11017	0.155505	0.179589	1.67834	116	407	79.6887796887797	72.972972972973	0.18673219	0.21621622	0.203112206666667
12364	0.121477	0.0309663	0.101501	0.107114	2.39818	57	251	88.3134130146082	83.6653386454183	0.09960160	0.14342630	0.116865873333333
12365	0.505685	0.0437117	0.0589336	0.113229	0.442986	67	312	87.9273504273504	83.974358974359	0.09294872	0.13782051	0.120726496666667
12366	0.00133886	0.0225231	0.0646652	0.0755642	10.2882	92	597	88.7213847012842	84.4221105527638	0.09715243	0.13567840	0.112786156666667
12367	0.539224	0.00942238	0.0187176	0.0933874	0.37698	37	351	96.3912630579297	94.5868945868946	0.01424501	0.04843305	0.03608737
12368	0.950292	0.0720953	0.07315	0.168747	0.00388625	156	896	84.2261904761905	77.6785714285714	0.11718750	0.17857143	0.157738093333333
12369	0.0952482	0.00631772	0.0192283	0.0467538	2.78336	45	221	89.7435897435898	85.0678733031674	0.05882353	0.13574661	0.102564103333333
12370	1.664e-07	0.0925108	0.163704	0.247757	27.3887	414	2420	74.5730027548209	65.1239669421488	0.20619835	0.29834712	0.254269973333333
12371	0.00457905	0.0765493	0.0174703	0.218897	8.03861	91	573	87.4927283304247	82.1989528795812	0.06282722	0.16753927	0.125072713333333
12372	0.825664	0.136882	0.130204	0.306699	0.048517	197	639	73.7610850286907	64.3192488262911	0.20031299	0.29420969	0.26238915
12373	0.181212	0.068725	0.108077	0.18114	1.78765	115	565	84.6017699115044	78.7610619469027	0.12566371	0.17345133	0.1539823
12374	0.426366	0.0159285	0.00886986	0.0928552	0.632702	52	378	92.6807760141093	89.1534391534392	0.02380952	0.10052910	0.07319224
12375	0.865011	0.101809	0.107819	0.223119	0.0288997	97	282	78.1323877068558	69.5035460992908	0.16666667	0.24822696	0.218676126666667
12376	0.352376	0.00909127	0.00387873	0.00750663	0.864881	28	301	98.1173864894795	97.3421926910299	0.01661129	0.02325581	0.01882613
12377	0.00499795	0.0191621	0.132287	0.336536	7.88018	75	218	78.2874617737003	70.6422018348624	0.12385321	0.28440368	0.217125386666667
12378	0.306288	0.00794476	0.00263299	0.015957	1.04661	28	395	98.3122362869198	97.4683544303797	0.01012658	0.02278481	0.0168776366666667
12379	0.276171	0.0389829	0.0170005	0.214132	1.18584	62	256	86.0677083333333	80.078125	0.05078125	0.18750000	0.139322916666667
12380	0.657405	0.0817977	0.0638716	0.252889	0.196691	59	147	77.7777777777778	68.0272108843537	0.12925170	0.27210885	0.222222223333333
12381	5.61546e-09	0.07852	0.214512	0.231642	33.9635	149	491	76.7820773930754	67.8207739307536	0.20570265	0.27698573	0.232179223333333
12382	0.625808	0.0250146	0.0364931	0.110904	0.237788	42	203	91.6256157635468	88.1773399014778	0.04926108	0.10344828	0.08374384
12383	0.390737	0.00409239	0.0067071	0.0261688	0.736646	51	1261	97.6738038593709	96.5107057890563	0.01030928	0.03092784	0.0232619633333333
12384	0.72261	0.0859056	0.0958879	0.230169	0.126006	119	440	78.9393939393939	70.9090909090909	0.15454546	0.24090908	0.210606056666667
12385	0.632744	0.114825	0.136908	0.534923	0.228358	146	380	67.3684210526316	56.0526315789474	0.20000000	0.40000001	0.326315796666667
12386	0.539369	0.00594233	0.0139928	0.0960541	0.376711	35	154	93.0735930735931	89.6103896103896	0.01948052	0.09740259	0.0692640666666667
12387	0.417095	0.0335119	0.0485788	0.0913258	0.658486	57	259	88.2882882882883	82.6254826254826	0.08494209	0.13899614	0.117117116666667
12388	0.565679	0.00396345	0.00198286	0.0280523	0.329966	35	516	97.8036175710594	96.7054263565892	0.00581395	0.03100775	0.0219638233333333
12389	0.732652	0.00672242	0.00851778	0.023871	0.11669	42	547	97.0140158439976	95.6124314442413	0.01828154	0.03656307	0.0298598433333333
12390	0.00591457	0	0.0183596	0.0370851	7.57615	33	294	95.3514739229025	93.1972789115646	0.02380952	0.06802721	0.04648526
12391	0.542373	0.00907657	0.0198243	0.0809258	0.37116	29	101	92.7392739273927	89.1089108910891	0.02970297	0.09900990	0.07260726
12392	7.10654e-13	0.0976054	0.335486	0.317158	51.5145	254	724	65.8379373848987	53.1767955801105	0.30662984	0.40883979	0.341620633333333
12393	0.337359	0.102401	0.0710555	0.369545	0.920443	120	501	81.5701929474385	75.0499001996008	0.11177645	0.22754490	0.18429807
12394	0.0224156	0.261249	0.451785	0.904902	5.21323	279	430	45.2713178294574	31.8604651162791	0.45581394	0.60465115	0.547286806666667
12395	0.249714	0.197572	0.287311	1.04782	1.3249	202	692	74.5664739884393	66.0404624277457	0.16329479	0.30491328	0.254335253333333
12396	0.58719	0.0871196	0.107162	0.429465	0.294755	115	420	79.3650793650794	71.6666666666667	0.12142857	0.25000000	0.206349206666667
12397	0.303869	0.134042	0.069532	0.53428	1.05714	86	201	73.134328358209	63.681592039801	0.15920398	0.33830845	0.26865671
12398	0.0266111	0.146288	0.277289	0.69409	4.91587	204	411	57.1776155717762	44.2822384428224	0.31143552	0.50851583	0.428223846666667
12399	0.207622	0.114326	0.14326	0.142799	1.58793	183	826	81.1138014527845	74.455205811138	0.18401937	0.19370461	0.188861986666667
12400	0.00656066	0.0216339	0.0689671	0.0942016	7.38948	71	281	83.6298932384342	76.8683274021352	0.12811388	0.20640570	0.163701073333333
12401	0.746868	0.0434255	0.0472081	0.182015	0.104181	208	1174	83.2197614991482	77.427597955707	0.10136286	0.20272572	0.167802383333333
12402	0.00245247	0.0569218	0.00755338	0.0123536	9.17572	36	200	94.1666666666667	91.5	0.02500000	0.07500000	0.0583333333333333
12403	0.820862	0.0456721	0.0310484	0.170655	0.0512732	28	93	91.7562724014337	89.247311827957	0.05376344	0.09677419	0.0824372733333333
12404	0.0550069	0.165837	0.32661	0.521769	3.68188	128	250	62.2666666666667	52.4	0.32800001	0.41999999	0.377333333333333
12405	0.420542	0.038498	0.0548802	0.316437	0.648799	127	537	78.584729981378	70.0186219739292	0.08752327	0.28119180	0.21415269
12406	0.631896	0.0238182	0.00711068	0.128508	0.229499	27	68	90.6862745098039	86.7647058823529	0.02941176	0.13235295	0.0931372566666667
12407	0.636456	0.0870207	0.106117	0.354979	0.223407	104	278	72.6618705035971	62.589928057554	0.17266187	0.32374102	0.273381303333333
12408	0.34335	0.0564459	0.0737691	0.1255	0.897884	108	568	85.7394366197183	79.9295774647887	0.11267605	0.16197184	0.142605636666667
12409	3.43348e-12	0	2.08341	1.18684	48.4239	84	101	41.2541254125413	24.7524752475248	0.40594059	0.74257427	0.587458746666667
12410	0.0199834	0.00688011	0.0577785	0.622087	5.41334	107	400	78.6666666666667	69	0.04250000	0.30500001	0.213333333333333
12411	0.847765	0.144299	0.160213	0.598001	0.036853	80	159	67.9245283018868	56.6037735849057	0.20125785	0.38364780	0.320754716666667
12412	0.938305	0.217029	0.211712	0.250955	0.00599086	90	201	71.4759535655058	61.6915422885572	0.27860695	0.29353234	0.28524046
12413	0.0274288	0.0280946	0.00277447	0.043078	4.86361	35	273	95.1159951159951	93.040293040293	0.03296703	0.06593407	0.04884005
12414	0.0906608	0.0615961	0.0433599	0.190131	2.8626	229	1360	81.1519607843137	73.6029411764706	0.11544117	0.22941177	0.188480393333333
12415	1.19528e-07	0.0270835	0.290263	0.844122	28.0287	92	205	68.780487804878	58.0487804878049	0.17073171	0.41463414	0.31219512
12416	0.904304	0.160208	0.166667	0.285939	0.0144542	98	234	70.7977207977208	60.6837606837607	0.25641027	0.31623933	0.292022806666667
12417	0.00160711	0.452477	0.172519	0.628664	9.95158	145	251	50.863213811421	35.0597609561753	0.43426296	0.56175297	0.491367863333333
12418	0.120111	0.223341	0.384836	0.464957	2.41587	98	208	67.948717948718	59.1346153846154	0.28846154	0.36057693	0.320512823333333
12419	0.666871	0.0202806	0.0174699	0.0571442	0.185284	85	674	90.2077151335312	85.7566765578635	0.06231454	0.11721069	0.09792285
12420	0.465564	0.097206	0.0753783	0.173065	0.532486	91	316	81.4345991561182	74.3670886075949	0.14873418	0.20569620	0.18565401
12421	0.163106	0	0.0852608	0.410435	1.94519	47	192	89.5833333333333	85.4166666666667	0.04166667	0.14062500	0.104166666666667
12422	1	0.0240891	0.028839	0.0895225	-0.910005	64	476	92.5770308123249	89.4957983193277	0.04621849	0.08823530	0.0742296966666667
12423	0.185667	0.0158097	0	0.103367	1.75167	30	91	90.8424908424908	86.8131868131868	0.02197802	0.13186814	0.0915750933333333
12424	0.00155779	0.121213	0.303424	0.705028	10.009	199	408	58.578431372549	45.343137254902	0.29901960	0.49754903	0.414215683333333
12425	0.0464271	0.218116	0.311778	0.376666	3.96603	276	483	48.5852311939268	37.0600414078675	0.47826087	0.54451346	0.514147696666667
12426	0.00980352	0.133714	0.182145	0.454726	6.67025	765	2048	51.85546875	38.623046875	0.37939453	0.54052734	0.48144531
12427	0.0442575	0.13408	0.240708	0.679296	4.04671	200	382	56.8935427574171	42.6701570680628	0.28272250	0.53141361	0.431064563333333
12428	0.75727	0.052082	0.0597495	0.168657	0.0955232	87	467	88.4368308351178	84.1541755888651	0.07922912	0.13490364	0.11563169
12429	1.26343e-13	0.0184539	0.433279	0.133457	54.9069	83	440	88.7878787878788	84.0909090909091	0.07045455	0.15000001	0.112121216666667
12430	1	0.02299	0.0290009	0.140426	-0.351008	81	521	87.0121561100448	82.1497120921305	0.06142034	0.16890594	0.12987843
12431	0.218672	0.306284	0.528791	1.01213	1.51307	135	193	47.3229706390328	35.2331606217617	0.45077720	0.58031088	0.526770303333333
12432	0.908535	0.0656763	0.0702815	0.14494	0.013199	46	472	95.2683615819209	93.6440677966102	0.03601695	0.05508475	0.0473163866666667
12433	0.64518	0.00327219	0.00695199	0.0656501	0.212031	37	301	95.7918050941307	94.0199335548173	0.00996678	0.05980067	0.04208195
12434	0.892306	0.0592799	0.0556921	0.142847	0.0183297	67	210	81.7460317460317	74.2857142857143	0.13333334	0.20952381	0.182539686666667
12435	0.000149749	0.242421	0.604401	0.519738	14.3754	170	293	52.2184300341297	39.9317406143345	0.43003413	0.53242320	0.477815696666667
12436	0.617407	0.00502816	0.0093919	0.0139869	0.249528	25	211	98.26224328594	97.6303317535545	0.01421801	0.01895735	0.01737757
12437	0.0345365	0.0728051	0.0140727	0.117719	4.46794	39	122	87.1584699453552	81.1475409836066	0.08196721	0.18032786	0.128415296666667
12438	4.40166e-05	0.0689882	0.112906	0.292814	16.6898	111	323	74.406604747162	64.7058823529412	0.16718267	0.31269351	0.255933956666667
12439	0.78395	0.097942	0.107152	0.250916	0.075172	116	431	79.6597061098221	73.3178654292343	0.15313224	0.22969837	0.203402933333333
12440	0.939288	0.065079	0.0635812	0.175886	0.00580114	117	484	80.9228650137741	73.3471074380165	0.13016529	0.22314049	0.19077135
12441	0.0605559	0.055227	0.0958157	0.334222	3.52209	157	635	77.7952755905512	68.0314960629921	0.12125985	0.28661418	0.222047253333333
12442	0.725064	0.044844	0.050106	0.144828	0.123692	118	1150	91.4202898550725	87.8260869565217	0.05652174	0.10347826	0.0857971033333333
12443	0.654823	0.0263374	0.021045	0.0921525	0.199873	67	462	92.0634920634921	88.3116883116883	0.04329005	0.09956710	0.0793650833333333
12444	0.0920345	0.100823	0.144621	0.255566	2.83842	180	707	75.954738330976	66.9024045261669	0.19094767	0.27722773	0.240452623333333
12445	0.360965	0.0278881	0.0373771	0.0862342	0.834532	101	873	91.9816723940435	88.3161512027491	0.05383734	0.09507445	0.0801832733333333
12446	0.728183	0.0968273	0.105053	0.186999	0.120787	139	1085	89.2165898617511	84.7004608294931	0.09032258	0.11797235	0.1078341
12447	0.692866	0.0321461	0.0432401	0.331021	0.156	78	257	81.7120622568093	73.9299610894942	0.06614786	0.24513619	0.182879376666667
12448	0.649199	0.108718	0.133777	0.374497	0.206912	82	167	71.2574850299401	61.0778443113772	0.19760479	0.33532935	0.287425153333333
12449	0.967077	0.0335057	0.0338794	0.0918544	0.00170361	118	1082	89.8644485520641	85.5822550831793	0.06931608	0.11737523	0.101355513333333
12450	0.0872586	0.052614	0.0137865	0.0917298	2.92424	38	138	89.8550724637681	84.7826086956522	0.06521739	0.13768116	0.101449273333333
12451	0.11202	0.0726293	0.109588	0.158397	2.52549	129	527	81.7836812144213	74.573055028463	0.14990513	0.20683111	0.182163186666667
12452	0.620402	0.0642367	0.0491734	0.362563	0.245303	92	304	77.4122807017544	68.75	0.10526316	0.29276314	0.22587719
12453	0.647115	0.0287401	0.0234203	0.0603177	0.209556	64	472	92.7966101694915	89.6186440677966	0.05296610	0.08262712	0.0720339
12454	0.362316	0.0184529	0.0273254	0.0662216	0.829849	78	700	93.2857142857143	90.4285714285714	0.04428571	0.08142857	0.0671428533333333
12455	2.71566e-09	0	0.217435	0.319042	35.3778	70	186	79.0322580645161	69.3548387096774	0.12365592	0.30107528	0.209677423333333
12456	1	0.0273774	0.0215993	0.0996965	-0.139843	34	131	91.6030534351145	87.7862595419847	0.04580153	0.10687023	0.0839694666666667
12457	0.177524	0.00198197	0.0114912	0.087959	1.81823	53	560	95.1785714285714	92.8571428571429	0.01071429	0.06964286	0.04821429
12458	0.241008	0.0516455	0.0799966	0.498212	1.37469	172	593	73.5806632939854	62.5632377740304	0.10455312	0.35075885	0.26419336
12459	0.275038	0.0346718	0.0623894	0.309233	1.19145	86	306	79.4117647058823	70.9150326797386	0.08823530	0.27777779	0.205882363333333
12460	0.79563	0.0231981	0.0260016	0.114589	0.0670847	81	644	90.6832298136646	86.4906832298137	0.04658385	0.11645963	0.0931677033333333
12461	0.811169	0.0554023	0.0495192	0.15128	0.057082	65	249	85.140562248996	78.714859437751	0.10040161	0.17269076	0.148594376666667
12462	0.455184	0.224891	0.273951	0.391027	0.557712	137	397	74.7271200671704	65.7430730478589	0.22166246	0.27959698	0.252728796666667
12463	0.00960584	0.269868	0.141009	0.334754	6.70657	147	349	65.3295128939828	54.1547277936963	0.31518623	0.39541548	0.346704866666667
12464	0.536472	0.107832	0.114787	0.269653	0.382119	545	3348	75.2688172043011	66.547192353644	0.18548387	0.27986857	0.24731183
12465	0.150423	0.0792176	0	0.0850524	2.06795	25	163	97.3415132924335	96.9325153374233	0.02453988	0.03067485	0.02658487
12466	0.0934236	0.0295136	0.0871729	0.134341	2.81437	47	127	85.0393700787402	77.9527559055118	0.11023622	0.18897638	0.1496063
12467	0.398649	0.0232268	0.00859177	0.0740931	0.712399	29	128	93.4895833333333	90.625	0.03125000	0.08593750	0.0651041666666667
12468	0.0364537	0.0641409	0.0851507	0.213252	4.37575	361	2810	82.8351126927639	76.2277580071174	0.11565837	0.20391460	0.17164888
12469	1.11022e-16	0.099049	0.630068	0.539837	69.5782	239	582	63.0011454753723	51.3745704467354	0.31099656	0.45360824	0.36998854
12470	0.970254	0.160336	0.162628	0.473867	0.00139051	117	267	66.2921348314607	56.1797752808989	0.25468165	0.38951311	0.337078653333333
12471	0.189715	0.325638	0.549309	0.967782	1.71983	117	145	40.6896551724138	25.5172413793103	0.50344825	0.66206896	0.59310343
12472	0.830553	0.245739	0.256361	0.717656	0.0457926	332	698	55.062082139446	41.404011461318	0.34097421	0.50573069	0.449379186666667
12473	0.889045	0.124723	0.133053	0.238167	0.0194639	57	116	72.1264367816092	60.3448275862069	0.23275863	0.31034482	0.278735636666667
12474	0.259796	0.109937	0.140471	0.354291	1.26984	246	883	74.5941864854662	65.6851642129105	0.17893545	0.29671574	0.254058136666667
12475	0.000228437	0.0833207	0.302901	0.284399	13.5814	97	213	68.3881064162754	57.7464788732394	0.27230048	0.38497654	0.316118946666667
12476	0.900127	0.0751545	0.0782456	0.18468	0.0157505	118	541	83.4257547751078	77.449168207024	0.12384474	0.18853974	0.165742453333333
12477	0.0486259	0.033917	0.0659328	0.17772	3.88822	128	477	80.3633822501747	72.7463312368973	0.11949685	0.24737945	0.196366173333333
12478	0.0765109	0.128409	0.231573	0.491822	3.1375	132	280	63.9285714285714	51.4285714285714	0.26428571	0.42857143	0.360714283333333
12479	0.459881	0.157356	0.210677	0.363018	0.546184	83	154	67.7489177489177	56.4935064935065	0.27922079	0.35714287	0.32251083
12480	0.658687	0.10382	0.124364	0.377352	0.195122	114	314	75.1592356687898	66.8789808917197	0.17515923	0.29299363	0.248407646666667
12481	0.633594	0.0474707	0.0247436	0.23684	0.227219	37	98	86.0544217687075	80.6122448979592	0.06122449	0.18367347	0.139455783333333
12482	0.231107	0.00346036	0.0129817	0.0453097	1.43403	37	319	95.7157784743992	93.730407523511	0.01880878	0.05956113	0.0428422166666667
12483	0.727698	0.0131951	0.0103397	0.0385414	0.121236	41	373	95.8891867739053	93.8337801608579	0.02412869	0.05093834	0.0411081333333333
12484	0.0579103	0.019426	0.086129	0.234157	3.59624	55	143	82.051282051282	74.1258741258741	0.09790210	0.23776224	0.17948718
12485	0.434421	0.102115	0.0789179	0.278494	0.610976	125	429	77.7777777777778	69.6969696969697	0.14918415	0.26573426	0.222222223333333
12486	0.00828951	0.0240685	0.0503629	0.0640371	6.96984	104	797	90.2551233793392	85.8218318695107	0.08030113	0.11794228	0.0974487666666667
12487	0.918662	0.0193462	0.0179381	0.117713	0.0104284	49	253	88.4057971014493	83.00395256917	0.04743083	0.15019763	0.11594203
12488	0.000645844	0.0509768	0.0105063	0.184134	11.639	110	1154	91.9699595609474	88.3882149046794	0.03466205	0.11178510	0.0803004066666667
12489	0.00167185	0.0440713	0.0869577	0.233257	9.8789	219	1242	81.4278046162104	73.9130434782609	0.11111111	0.23268922	0.185721956666667
12490	0.679488	0.033199	0.0376732	0.100817	0.170703	110	828	89.9355877616747	85.5072463768116	0.06521739	0.11835749	0.100644123333333
12491	1	0.0826626	0.1173	0.495952	-0.877765	92	182	68.4981684981685	56.5934065934066	0.18681319	0.37912089	0.315018323333333
12492	0.0815838	0.127467	0.188506	0.180136	3.03306	137	459	76.3253449527959	67.9738562091503	0.22222222	0.26143792	0.236746553333333
12493	0.169381	0.062227	0.0301768	0.121959	1.88841	65	369	89.7922312556459	86.1788617886179	0.07317073	0.12466124	0.102077683333333
12494	0.878754	0.0946056	0.10054	0.253194	0.023271	83	215	77.2093023255814	67.906976744186	0.15348837	0.26511627	0.22790697
12495	3.53744e-08	0.191115	0.191212	0.414366	30.3878	130	303	66.4466446644664	55.1155115511551	0.26732674	0.37293729	0.335533556666667
12496	0.99975	0	0	0.0318914	9.84148e-08	21	188	99.290780141844	98.936170212766	0.00000000	0.01063830	0.0070922
12497	0.240707	0.0103806	0	0.0208359	1.37645	22	97	97.9381443298969	96.9072164948454	0.01030928	0.03092784	0.02061856
12498	0.348484	0.310417	0.358047	0.938634	0.87897	541	1337	53.8269758165046	41.2864622288706	0.36125654	0.51682872	0.461730243333333
12499	0.145271	0.0614308	0.0372149	0.148164	2.12121	115	609	86.3163656267104	80.7881773399015	0.09195402	0.16584565	0.136836343333333
12500	0.991855	0.00959989	0.00965852	0.0443907	0.000104222	52	625	95.84	93.76	0.01920000	0.05280000	0.0416
12501	0.000190918	0.178733	0.0424551	0.310873	13.9184	133	551	81.4277071990321	75.1361161524501	0.13430128	0.23049001	0.185722926666667
